comment,value,organisms,proteins,EC
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Homo sapiens,['P86884'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Homo sapiens,['C7R702'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Homo sapiens,"#9# isoform GLOX3, cf. EC 1.2.3.1 <21>; #9# isoform Glox3, cf. EC 1.2.3.15 <13>; #9# isoform GLOX4, cf. EC 1.2.3.1 <16>; #9# isoform GLOX5, cf. EC 1.2.3.1 <23>; #9# isoform GLOX6, cf. EC 1.2.3.1 <17>; #9# isoform GltB <20>; #9# isoform GOGAT1 <22>; #9# isoform GOGAT2 <53>; #9# isoform GRX1 <96>; #9# isoform GRX2 <11,16>; #9# isoform GRX3, CGFS type enzyme <15>; #9# isoform GRX5 <14>; #9# isoform GRX6 <18,21>",1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Homo sapiens,#38# isoform PYCR1 <95>,1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Zymomonas mobilis,#82# isoform HAOX-4 <24>,1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Zymomonas mobilis,['P00326'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Zymomonas mobilis,['B2ZRE3'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Zymomonas mobilis,['P08319'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Zymomonas mobilis,#44# isoform SRD5A1 <67>; #44# isoform SRD5A2 <68>,1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Zymomonas mobilis,['Q9Y9P9'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Zymomonas mobilis,#11# isoform GLO1 <91>; #11# isoform GLO3 <87>,1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Zymomonas mobilis,['Q8L3C9'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Zymomonas mobilis,#10# isoform GtlS <51>; #10# isoform HAOX-1 <50>,1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Zymomonas mobilis,['P86884'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Zymomonas mobilis,['C7R702'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Zymomonas mobilis,"#9# isoform GLOX3, cf. EC 1.2.3.1 <21>; #9# isoform Glox3, cf. EC 1.2.3.15 <13>; #9# isoform GLOX4, cf. EC 1.2.3.1 <16>; #9# isoform GLOX5, cf. EC 1.2.3.1 <23>; #9# isoform GLOX6, cf. EC 1.2.3.1 <17>; #9# isoform GltB <20>; #9# isoform GOGAT1 <22>; #9# isoform GOGAT2 <53>; #9# isoform GRX1 <96>; #9# isoform GRX2 <11,16>; #9# isoform GRX3, CGFS type enzyme <15>; #9# isoform GRX5 <14>; #9# isoform GRX6 <18,21>",1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Zymomonas mobilis,#38# isoform PYCR1 <95>,1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Oncorhynchus mykiss,#82# isoform HAOX-4 <24>,1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Oncorhynchus mykiss,['P00326'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Oncorhynchus mykiss,['B2ZRE3'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Oncorhynchus mykiss,['P08319'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Oncorhynchus mykiss,#44# isoform SRD5A1 <67>; #44# isoform SRD5A2 <68>,1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Oncorhynchus mykiss,['Q9Y9P9'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Oncorhynchus mykiss,#11# isoform GLO1 <91>; #11# isoform GLO3 <87>,1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Oncorhynchus mykiss,['Q8L3C9'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Oncorhynchus mykiss,#10# isoform GtlS <51>; #10# isoform HAOX-1 <50>,1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Oncorhynchus mykiss,['P86884'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Oncorhynchus mykiss,['C7R702'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Oncorhynchus mykiss,"#9# isoform GLOX3, cf. EC 1.2.3.1 <21>; #9# isoform Glox3, cf. EC 1.2.3.15 <13>; #9# isoform GLOX4, cf. EC 1.2.3.1 <16>; #9# isoform GLOX5, cf. EC 1.2.3.1 <23>; #9# isoform GLOX6, cf. EC 1.2.3.1 <17>; #9# isoform GltB <20>; #9# isoform GOGAT1 <22>; #9# isoform GOGAT2 <53>; #9# isoform GRX1 <96>; #9# isoform GRX2 <11,16>; #9# isoform GRX3, CGFS type enzyme <15>; #9# isoform GRX5 <14>; #9# isoform GRX6 <18,21>",1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Oncorhynchus mykiss,#38# isoform PYCR1 <95>,1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Saccharomyces cerevisiae,#82# isoform HAOX-4 <24>,1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Saccharomyces cerevisiae,['P00326'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Saccharomyces cerevisiae,['B2ZRE3'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Saccharomyces cerevisiae,['P08319'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Saccharomyces cerevisiae,#44# isoform SRD5A1 <67>; #44# isoform SRD5A2 <68>,1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Saccharomyces cerevisiae,['Q9Y9P9'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Saccharomyces cerevisiae,#11# isoform GLO1 <91>; #11# isoform GLO3 <87>,1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Saccharomyces cerevisiae,['Q8L3C9'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Saccharomyces cerevisiae,#10# isoform GtlS <51>; #10# isoform HAOX-1 <50>,1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Saccharomyces cerevisiae,['P86884'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Saccharomyces cerevisiae,['C7R702'],1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Saccharomyces cerevisiae,"#9# isoform GLOX3, cf. EC 1.2.3.1 <21>; #9# isoform Glox3, cf. EC 1.2.3.15 <13>; #9# isoform GLOX4, cf. EC 1.2.3.1 <16>; #9# isoform GLOX5, cf. EC 1.2.3.1 <23>; #9# isoform GLOX6, cf. EC 1.2.3.1 <17>; #9# isoform GltB <20>; #9# isoform GOGAT1 <22>; #9# isoform GOGAT2 <53>; #9# isoform GRX1 <96>; #9# isoform GRX2 <11,16>; #9# isoform GRX3, CGFS type enzyme <15>; #9# isoform GRX5 <14>; #9# isoform GRX6 <18,21>",1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Saccharomyces cerevisiae,#38# isoform PYCR1 <95>,1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Flavobacterium frigidimaris,#82# isoform HAOX-4 <24>,1.1.1.1
"#116# SDS-PAGE <197>; #110# isozyme ADH2, apparent molecular weight deduced from electrophoretic mobility <214>; #113# isozyme ADH4, calculated from amino acid sequence <214>; #96,135# 4 * 40000, SDS-PAGE <144,238>; #9,11,38,55,82# 2 * 40000, SDS-PAGE <16,23,24,59,87,95>; #1,9,83,134# x * 40000, SDS-PAGE <11,44,52,226>; #10# 2 * 40000, ADH-3, SDS-PAGE <49>; #44# 2 * 40000, enzyme form ADHI <68>",40000.0,Flavobacterium frigidimaris,['P00326'],1.1.1.1
